ingredient_type,yield,year,month,day,operations_commencing_year,num_processing_plants,farm_area,deidentified_location,temp_obs,cloudiness,wind_direction,dew_temp,pressure_sea_level,precipitation,wind_speed
0,118.13,2016,8,20,0.0,0.0,6635.225163,6,28.3,0.0,150.0,15.6,1010.0,0.0,3.1
0,697.893,2016,4,23,0.0,0.0,18064.152223,5,18.3,0.0,350.0,11.7,1010.1,-1.0,7.2
0,113.75,2016,10,1,1953.0,9.0,5261.747211,9,10.0,2.0,40.0,8.9,1020.5,0.0,2.1
3,79.4176,2016,10,5,0.0,0.0,3307.811315,5,13.3,0.0,40.0,10.6,1025.7,0.0,1.5
1,123.688,2016,12,6,0.0,0.0,10370.111569,13,12.2,0.0,320.0,8.9,1012.3,0.0,4.6
0,7.82,2016,3,19,0.0,0.0,2787.09,4,7.2,0.0,50.0,0.0,1020.4,0.0,5.1
0,291.112,2016,10,29,2000.0,0.0,9232.70014,12,24.4,0.0,60.0,17.8,1019.2,0.0,3.6
0,4.2,2016,6,18,0.0,0.0,1938.328192,1,30.6,0.0,340.0,17.2,1020.2,0.0,3.1
1,429.328,2016,6,21,0.0,0.0,3592.651913,7,25.0,0.0,210.0,17.8,1014.1,0.0,2.1
1,0.0,2016,11,30,0.0,0.0,12239.505735,1,2.2,0.0,290.0,0.6,997.6,0.0,2.1
1,46.2817,2016,5,30,0.0,0.0,2766.465534,6,27.8,0.0,280.0,-6.1,1008.9,0.0,3.6
0,53.67,2016,11,28,1942.0,0.0,7748.1102,4,3.3,0.0,0.0,-0.6,1023.1,0.0,0.0
2,303.26,2016,10,24,0.0,0.0,1994.534507,5,10.6,0.0,280.0,6.1,1011.5,0.0,2.1
3,0.0,2016,12,5,1992.0,0.0,12311.319754,6,18.3,0.0,0.0,-5.0,1010.8,0.0,0.0
0,0.0,2016,8,30,0.0,0.0,6484.536497,13,23.9,0.0,0.0,22.2,1015.7,0.0,0.0
0,168.48,2016,3,3,0.0,0.0,7785.2714,4,0.0,0.0,340.0,-10.6,1023.3,0.0,3.6
0,28.61,2016,1,28,1940.0,0.0,3382.226618,6,9.4,0.0,120.0,-3.3,1022.8,0.0,2.6
0,25.25,2016,9,17,0.0,6.0,3895.701499,0,20.6,0.0,210.0,4.4,1019.4,0.0,4.6
0,66.24,2016,4,27,0.0,0.0,3716.12,4,16.7,8.0,30.0,13.9,1009.2,0.0,6.2
0,382.58,2016,5,21,0.0,0.0,3195.8632,4,17.2,0.0,180.0,10.6,1020.8,0.0,2.6
3,27.2646,2016,6,27,0.0,0.0,4008.114129,5,24.4,0.0,180.0,10.0,1019.0,0.0,4.1
2,667.95,2016,1,7,0.0,0.0,36560.11759,13,11.1,0.0,0.0,10.6,1015.0,0.0,0.0
1,0.0,2016,5,24,0.0,0.0,28356.225272,13,29.4,0.0,170.0,23.3,1012.5,0.0,3.1
3,0.0,2016,5,28,0.0,0.0,4675.529281,5,27.8,0.0,240.0,19.4,1020.0,0.0,2.6
0,116.667,2016,9,28,0.0,5.0,5574.18,8,29.4,0.0,310.0,20.6,1014.8,0.0,2.1
1,2237.15,2016,11,6,2010.0,0.0,7519.754626,12,24.4,0.0,40.0,16.7,1022.3,0.0,3.1
0,22.22,2016,3,20,1960.0,0.0,5304.7613,4,3.9,0.0,360.0,1.1,1018.0,0.0,1.5
0,145.33,2016,11,11,0.0,0.0,8339.90231,6,21.7,2.0,100.0,3.9,1017.7,0.0,3.1
2,1404.3,2016,6,15,0.0,0.0,10757.052564,1,17.8,2.0,160.0,16.7,1005.0,0.0,3.6
1,161.564,2016,7,26,1904.0,0.0,11546.820967,3,25.0,4.0,270.0,17.2,1015.5,0.0,5.1
0,56.9,2016,9,16,1976.0,7.0,4031.9902,10,13.0,0.0,300.0,11.0,0.0,0.0,5.1
0,15.13,2016,12,9,0.0,0.0,1645.219227,4,1.7,0.0,290.0,-8.9,1027.2,0.0,7.2
2,774.122,2016,1,15,0.0,0.0,5320.926422,5,-2.8,0.0,0.0,-5.6,1013.3,0.0,0.0
0,106.33,2016,9,6,1971.0,0.0,16645.151801,6,26.7,0.0,80.0,3.3,1006.3,0.0,3.6
0,130.9,2016,7,14,1957.0,0.0,12731.42712,6,33.9,0.0,340.0,10.0,1009.5,0.0,3.1
0,61.6,2016,3,25,1917.0,9.0,15469.650142,9,12.8,0.0,190.0,10.0,1019.5,0.0,3.6
0,108.0,2016,12,12,1942.0,9.0,4945.598302,9,11.1,0.0,0.0,7.8,1021.0,0.0,0.0
0,383.599,2016,7,14,2013.0,0.0,8012.88375,12,26.1,0.0,130.0,21.7,1018.2,-1.0,4.1
0,0.0,2016,2,11,2016.0,0.0,4919.864171,12,4.4,0.0,260.0,0.0,1024.4,0.0,1.5
0,83.97,2016,2,2,1940.0,0.0,25204.5839,4,8.3,0.0,350.0,6.1,1017.4,0.0,3.1
0,12.71,2016,12,13,1939.0,0.0,1108.797305,6,14.4,0.0,110.0,6.7,1017.9,0.0,2.1
2,45.75,2016,7,17,0.0,0.0,10330.349085,13,36.1,2.0,130.0,18.9,1014.6,0.0,4.1
0,108.36,2016,9,11,1969.0,0.0,6215.2107,4,26.1,0.0,270.0,22.8,1013.7,0.0,2.1
1,64.48,2016,10,31,0.0,0.0,2217.687513,5,8.3,0.0,10.0,0.6,1021.1,0.0,4.6
0,47.0285,2016,10,21,1912.0,9.0,4079.37073,9,21.7,2.0,280.0,14.4,1013.3,0.0,3.6
1,505.131,2016,9,1,0.0,0.0,9124.189436,1,23.9,4.0,120.0,11.7,1024.1,0.0,3.6
0,78.63,2016,11,5,2004.0,0.0,37633.425949,6,18.3,2.0,0.0,13.9,1015.1,0.0,0.0
0,324.899,2016,7,26,2001.0,0.0,3594.045458,12,26.1,2.0,0.0,23.3,1018.7,0.0,0.0
3,164.96599999999995,2016,2,6,0.0,0.0,8659.117018,14,-3.9,0.0,250.0,-6.3,1022.7,0.0,1.0
0,724.028,2016,9,26,0.0,0.0,21566.409517,5,21.7,0.0,200.0,9.4,1017.5,0.0,5.1
1,40.1976,2016,4,21,1909.0,0.0,1185.535183,6,34.4,0.0,0.0,-10.0,1007.0,0.0,0.0
1,614.9209999999998,2016,6,23,0.0,0.0,12776.206366,13,28.3,0.0,170.0,22.8,1015.1,0.0,4.1
0,347.968,2016,3,26,1959.0,0.0,6800.4996,4,15.6,0.0,0.0,2.8,1024.2,0.0,0.0
2,536.328,2016,1,16,1967.0,0.0,5292.591007,3,3.9,0.0,130.0,-1.7,999.4,0.0,4.6
0,53.42,2016,3,13,0.0,0.0,8031.928865,5,14.4,0.0,40.0,0.6,1016.9,0.0,3.6
0,44.7,2016,7,22,1951.0,0.0,8696.464024,3,21.1,0.0,190.0,11.7,1014.9,0.0,2.1
0,74.625,2016,6,11,0.0,5.0,2462.579821,8,24.4,2.0,70.0,21.7,1018.3,0.0,2.1
0,32.0,2016,10,9,1976.0,6.0,4597.955276,10,8.0,0.0,20.0,5.0,0.0,0.0,4.6
0,242.116,2016,7,14,0.0,0.0,11295.611255,1,20.0,0.0,270.0,13.3,1008.4,0.0,4.6
0,41.87,2016,2,15,1985.0,0.0,3921.807242,6,16.7,0.0,0.0,0.0,1015.2,0.0,0.0
1,127.199,2016,7,25,0.0,0.0,7411.987146,1,26.1,0.0,310.0,16.1,1017.9,0.0,2.1
0,4.058,2016,7,5,1976.0,6.0,689.990581,10,17.0,0.0,270.0,11.0,0.0,0.0,8.2
0,4.31,2016,2,7,0.0,0.0,6336.263309,4,2.2,6.0,350.0,-3.9,1021.6,0.0,4.1
2,36.6,2016,7,26,0.0,0.0,4188.624658,13,24.4,0.0,0.0,24.4,1011.7,0.0,0.0
2,0.0,2016,10,17,0.0,0.0,5527.542694,13,31.7,0.0,210.0,18.9,1007.0,0.0,2.6
1,505.769,2016,7,7,0.0,0.0,5440.585486,7,29.4,0.0,0.0,20.6,1011.3,0.0,2.1
1,0.0,2016,1,19,0.0,0.0,1899.308932,1,-20.6,2.0,0.0,-23.3,1032.7,0.0,0.0
2,173.85,2016,1,23,0.0,0.0,20071.69315,13,13.9,0.0,0.0,-0.6,1022.9,0.0,2.6
1,168.84099999999995,2016,10,6,1970.0,0.0,1001.401437,12,25.0,0.0,360.0,23.9,1010.5,0.0,3.6
1,177.21400000000003,2016,10,29,0.0,0.0,7028.11195,6,31.7,4.0,110.0,7.2,1013.7,0.0,3.1
1,0.0,2016,12,19,0.0,0.0,25900.891885,7,6.7,0.0,330.0,-2.8,1027.6,0.0,4.1
3,0.0,2016,1,4,0.0,8.0,499.260722,15,6.1,0.0,180.0,5.5,983.3,0.0,4.1
1,574.13,2016,6,26,1952.0,9.0,44999.983528,2,31.8,0.0,210.0,15.4,1014.1,0.0,9.3
1,101.145,2016,10,3,1950.0,0.0,4106.591309,6,21.1,0.0,80.0,18.9,1007.9,0.0,4.1
0,122.74,2016,7,16,1989.0,0.0,10371.226405,6,34.4,4.0,0.0,12.8,1010.8,0.0,0.0
0,148.0,2016,6,23,0.0,0.0,7212.245696,13,24.4,4.0,180.0,22.8,1016.2,0.0,2.1
1,39.984,2016,10,27,0.0,0.0,7472.931514,1,6.1,0.0,120.0,3.3,1022.8,0.0,2.6
2,1820.31,2016,1,3,0.0,0.0,8824.670164,1,-3.9,0.0,310.0,-8.3,1018.7,0.0,7.2
0,26.0,2016,5,17,0.0,0.0,3509.410825,13,19.4,0.0,0.0,18.9,1010.8,0.0,2.1
0,51.1275,2016,9,17,0.0,5.0,1314.57745,8,25.0,2.0,360.0,23.9,1016.8,0.0,2.1
0,245.0,2016,10,24,0.0,0.0,9718.025412,5,11.1,0.0,270.0,6.7,1010.5,0.0,2.1
0,30.5,2016,8,31,0.0,15.0,4647.00806,15,15.3,0.0,230.0,12.4,1020.4,0.0,2.1
0,401.825,2016,7,16,1965.0,0.0,22582.118016,3,15.0,0.0,60.0,13.9,1015.9,0.0,1.5
0,0.0,2016,4,17,1996.0,0.0,5076.591532,12,23.3,4.0,40.0,11.1,1022.0,0.0,7.2
0,289.61,2016,2,17,1975.0,0.0,21391.751877,6,18.3,2.0,130.0,0.6,1012.9,0.0,4.1
2,39.0625,2016,9,10,0.0,0.0,14636.403135,1,14.4,2.0,330.0,11.7,1013.0,0.0,5.1
0,0.0004,2016,5,27,1976.0,5.0,3527.991425,10,11.0,0.0,60.0,10.0,0.0,0.0,5.1
0,9.6,2016,2,1,2014.0,0.0,2712.024376,4,9.4,0.0,190.0,2.8,1010.1,0.0,5.1
0,6.07,2016,10,22,0.0,0.0,6336.263309,4,13.3,0.0,320.0,7.2,1002.5,0.0,10.3
0,41.1156,2016,12,14,0.0,0.0,2201.986906,5,2.2,0.0,150.0,-3.3,1017.6,0.0,2.1
3,20.515,2016,1,8,2003.0,0.0,26286.532238,6,10.0,0.0,140.0,7.2,1009.2,5.0,2.1
0,151.0,2016,8,12,0.0,0.0,44779.153097,13,31.7,0.0,0.0,22.8,1011.2,0.0,2.6
0,24.6,2016,11,21,1965.0,7.0,1494.995076,15,10.7,0.0,160.0,8.8,986.2,0.0,5.7
3,68.4739,2016,7,19,0.0,0.0,2201.986906,5,23.3,0.0,330.0,18.3,1018.8,0.0,3.1
0,0.1525,2016,12,1,1909.0,7.0,609.815292,9,15.6,2.0,290.0,2.8,1018.8,0.0,5.1
0,20.0085,2016,1,28,1905.0,8.0,5234.433729,9,15.0,0.0,170.0,9.4,1024.0,0.0,2.1
0,31.61,2016,9,11,0.0,0.0,3021.855881,4,27.2,0.0,210.0,23.3,1012.4,0.0,5.1
0,150.583,2016,3,10,0.0,5.0,1841.616169,8,18.3,2.0,120.0,16.1,1023.8,0.0,2.6
0,48.0,2016,4,15,0.0,0.0,6480.355862,13,14.4,0.0,0.0,13.9,1011.8,0.0,0.0
1,0.0,2016,1,26,0.0,0.0,6683.070208,1,-4.4,8.0,310.0,-8.3,1016.0,0.0,7.7
1,0.0,2016,4,5,0.0,0.0,24942.59744,1,-1.1,0.0,130.0,-7.2,1028.4,0.0,3.6
1,73.9704,2016,5,31,0.0,0.0,7646.102706,1,18.9,8.0,140.0,13.9,1010.9,0.0,4.1
0,387.332,2016,6,4,0.0,0.0,27388.919236,1,15.6,6.0,240.0,12.8,1009.1,0.0,2.6
0,128.0,2016,5,24,0.0,0.0,34691.466648,13,28.9,0.0,0.0,23.3,1012.0,0.0,2.6
1,232.393,2016,4,29,1955.0,0.0,25295.443034,6,20.0,2.0,0.0,4.4,1010.6,0.0,1.5
0,99.43,2016,3,10,0.0,0.0,15467.327567,5,16.1,0.0,240.0,8.3,1015.6,0.0,1.5
1,338.708,2016,3,4,1991.0,0.0,12236.25413,6,17.8,0.0,120.0,-2.8,1012.1,0.0,2.6
0,36.99,2016,7,29,1930.0,0.0,6891.54454,6,42.2,4.0,270.0,14.4,1003.2,0.0,4.1
1,317.621,2016,7,23,0.0,0.0,15467.327567,5,31.1,0.0,240.0,21.7,1011.2,0.0,2.1
0,9.77,2016,5,31,1975.0,0.0,360.184931,6,33.3,2.0,250.0,-6.7,1005.9,0.0,3.1
1,0.0,2016,7,21,1907.0,0.0,400.783542,6,38.3,0.0,340.0,13.9,1008.8,0.0,2.6
0,223.067,2016,9,15,0.0,0.0,6507.111926,7,23.3,0.0,80.0,14.4,1023.4,0.0,4.1
0,17.87,2016,2,21,0.0,0.0,3174.588413,6,23.9,0.0,0.0,-1.1,1013.6,0.0,0.0
0,79.7913,2016,4,11,0.0,0.0,5406.582988,5,5.0,0.0,180.0,0.6,1023.8,-1.0,4.1
3,36.5538,2016,5,4,1958.0,13.0,9334.986343,15,16.5,0.0,160.0,2.8,1024.4,0.0,4.6
1,2365.64,2016,6,27,1962.0,7.0,16999.948358,2,27.0,0.0,190.0,15.4,1012.5,0.0,4.1
1,22.121,2016,3,14,1969.0,0.0,695.007343,6,22.8,4.0,0.0,1.7,1015.1,0.0,2.6
0,7.0,2016,2,8,0.0,0.0,743.595612,13,9.4,0.0,0.0,0.0,1021.5,0.0,0.0
0,15.35,2016,4,30,1932.0,0.0,1846.540028,3,7.8,0.0,0.0,6.1,1019.5,5.0,1.5
0,81.4072,2016,6,20,0.0,0.0,4781.810313,5,17.2,0.0,10.0,15.0,1021.7,0.0,2.6
0,64.3285,2016,4,2,1959.0,13.0,14017.854961,9,12.8,4.0,280.0,8.3,1022.1,0.0,6.2
0,0.0,2016,5,11,2005.0,0.0,2504.014559,12,27.8,4.0,0.0,16.7,1021.2,0.0,0.0
0,222.3,2016,9,10,0.0,0.0,11403.471638,5,31.7,0.0,290.0,20.0,1012.8,0.0,1.5
0,34.0,2016,8,7,1976.0,7.0,12924.015039,10,18.0,0.0,270.0,18.0,0.0,0.0,6.2
0,4.1667,2016,5,17,0.0,5.0,60.201144,8,30.0,0.0,170.0,22.2,1018.5,0.0,6.7
0,179.77,2016,1,18,0.0,0.0,10454.932008,4,0.0,0.0,320.0,-6.1,1010.7,-1.0,7.7
0,12.245,2016,1,24,0.0,5.0,2639.002618,11,13.9,7.0,200.0,11.0,1016.2,0.0,10.0
1,59.7161,2016,12,22,0.0,0.0,8062.679758,13,13.3,0.0,0.0,3.9,1021.7,0.0,0.0
3,0.0,2016,7,19,2004.0,0.0,6619.152944,6,0.0,0.0,0.0,0.0,0.0,86.0,0.0
1,442.033,2016,3,13,0.0,0.0,11941.380008,13,15.0,0.0,0.0,13.9,1008.3,0.0,0.0
1,0.0,2016,1,20,0.0,0.0,7867.769264,5,-4.4,0.0,310.0,-10.6,1023.4,0.0,3.1
0,0.0,2016,4,24,2013.0,0.0,1186.278407,12,19.4,4.0,0.0,18.3,1015.9,0.0,0.0
1,2833.54,2016,12,29,0.0,0.0,8399.453132999999,5,-2.8,0.0,100.0,-6.7,1019.0,0.0,2.1
2,8321.34,2016,10,17,0.0,0.0,41103.817514,5,26.7,0.0,0.0,15.0,1013.2,0.0,1.5
0,54.5,2016,12,23,1980.0,7.0,4455.070462,9,8.9,0.0,20.0,7.8,1012.8,28.0,2.1
1,47.5363,2016,6,1,1946.0,0.0,15681.190273,3,17.2,0.0,350.0,8.9,1017.6,0.0,2.1
1,326.997,2016,1,28,0.0,0.0,21365.181619,13,2.2,0.0,0.0,-1.1,1024.1,0.0,0.0
0,827.825,2016,6,28,0.0,0.0,18064.152223,5,23.3,0.0,220.0,21.1,1013.1,0.0,2.6
0,0.0,2016,11,5,1979.0,0.0,11797.287455,6,25.0,2.0,160.0,10.6,1014.9,0.0,2.1
3,895.4639999999998,2016,6,3,0.0,6.0,17357.99652,0,13.9,0.0,180.0,5.6,1017.6,0.0,4.1
2,36.6,2016,5,29,0.0,0.0,15519.910665,13,28.3,0.0,150.0,21.1,1016.8,0.0,4.6
0,35.2,2016,1,28,1976.0,5.0,6148.970861,10,6.0,0.0,270.0,1.0,0.0,0.0,4.1
0,103.749,2016,6,2,1968.0,0.0,2272.035768,12,30.6,4.0,170.0,20.6,1018.5,0.0,3.1
0,36.89,2016,9,21,0.0,0.0,941.571905,6,26.1,4.0,0.0,16.1,1009.8,0.0,0.0
1,0.0,2016,3,5,0.0,0.0,7472.931514,1,0.0,0.0,330.0,-3.9,1023.9,0.0,4.6
1,127.556,2016,5,3,0.0,0.0,8444.8827,6,28.9,2.0,300.0,1.1,1010.0,0.0,2.6
0,121.97,2016,8,14,1930.0,0.0,9420.3642,4,28.9,2.0,170.0,24.4,1016.3,0.0,3.6
0,211.68,2016,12,15,1925.0,0.0,7900.378217,4,6.7,8.0,140.0,-3.9,1016.1,0.0,1.5
2,169.43400000000003,2016,2,9,0.0,0.0,4420.138934,1,-10.6,0.0,340.0,-15.0,1017.0,-1.0,6.7
1,101.461,2016,8,4,0.0,0.0,1498.989905,13,27.2,0.0,0.0,22.2,1013.7,0.0,1.5
1,3.816,2016,4,29,2007.0,0.0,13275.931603,3,10.6,0.0,240.0,3.9,1017.8,-1.0,2.6
0,155.7,2016,10,22,0.0,9.0,3462.030295,15,13.2,0.0,50.0,6.8,1015.6,0.0,3.1
1,215.337,2016,5,6,0.0,0.0,7231.941132,6,19.4,2.0,0.0,6.1,1008.4,0.0,0.0
2,0.0,2016,4,20,0.0,0.0,2836.421493,7,20.0,0.0,0.0,-5.0,1024.4,0.0,0.0
1,18.7842,2016,5,3,0.0,0.0,6915.978029,1,17.8,2.0,270.0,-2.8,1016.0,0.0,3.1
0,223.688,2016,6,25,0.0,0.0,25861.315207,5,18.9,2.0,20.0,16.7,1020.7,0.0,2.6
1,1431.77,2016,5,12,0.0,0.0,9089.443714,5,14.4,2.0,0.0,10.6,1019.4,0.0,0.0
1,1941.68,2016,10,23,1997.0,0.0,7578.655128,12,12.8,0.0,360.0,7.2,1020.2,0.0,3.6
1,443.51,2016,11,30,1967.0,0.0,18806.818805,6,5.0,0.0,100.0,-0.6,1018.5,0.0,1.5
1,556.7330000000002,2016,7,23,0.0,0.0,2320.624037,5,23.3,0.0,310.0,19.4,1010.9,0.0,2.6
1,0.0,2016,1,1,0.0,0.0,3284.492662,5,3.9,0.0,280.0,-3.3,1017.9,0.0,3.6
2,6.0,2016,8,18,0.0,0.0,5837.745811,1,26.1,2.0,70.0,18.3,1016.0,0.0,2.6
1,0.0,2016,2,18,0.0,0.0,24355.078868,1,-3.3,2.0,140.0,-10.6,1023.6,0.0,3.1
1,0.0,2016,10,18,0.0,0.0,8659.117018,14,10.6,0.0,70.0,5.1,1009.2,0.0,4.1
0,487.437,2016,11,8,0.0,0.0,14537.740149,1,13.9,4.0,260.0,7.8,1020.9,0.0,3.1
0,163.53,2016,10,6,0.0,0.0,537.258049,4,17.2,2.0,70.0,13.9,1025.4,0.0,2.1
0,71.0,2016,6,23,0.0,0.0,9670.180367,5,22.8,0.0,260.0,13.3,1012.1,0.0,1.5
0,470.577,2016,10,10,0.0,0.0,14150.241736,1,17.2,2.0,160.0,8.3,1019.1,0.0,4.6
0,114.5,2016,4,5,0.0,6.0,6913.84126,0,4.4,0.0,0.0,-5.6,1022.0,0.0,0.0
2,27.45,2016,5,11,0.0,0.0,2418.543799,13,25.0,0.0,10.0,20.0,1015.2,-1.0,7.2
0,100.3,2016,9,10,0.0,0.0,488.483974,6,30.0,4.0,0.0,14.4,1009.8,0.0,0.0
0,151.0,2016,7,22,0.0,5.0,15047.406007,0,29.4,2.0,230.0,7.2,0.0,0.0,4.6
1,100.863,2016,2,29,0.0,0.0,2379.152927,5,6.7,0.0,160.0,-0.6,1007.9,0.0,2.1
3,23.4457,2016,6,7,1993.0,0.0,18984.635147,6,27.8,2.0,90.0,-1.7,1006.7,0.0,3.6
0,26.76,2016,3,19,0.0,0.0,1105.5457,4,7.8,0.0,50.0,0.0,1019.6,0.0,7.7
1,61.4042,2016,1,8,1964.0,0.0,6122.958021,6,9.4,0.0,0.0,6.1,1010.4,0.0,0.0
2,11812.5,2016,4,8,0.0,0.0,18156.683611,1,-1.1,0.0,330.0,-4.4,1015.6,3.0,7.2
0,142.35299999999995,2016,1,19,0.0,0.0,6014.818929,5,-9.4,0.0,280.0,-17.2,1018.9,0.0,5.1
0,44.2037,2016,10,18,0.0,5.0,2567.83892,8,23.9,2.0,60.0,19.4,1015.0,0.0,3.6
1,161.81,2016,7,23,0.0,0.0,4882.888777,13,26.1,0.0,0.0,22.8,1014.0,0.0,2.1
0,68.887,2016,8,19,0.0,0.0,2379.152927,5,28.9,4.0,0.0,19.4,1013.1,0.0,1.5
1,800.971,2016,8,21,1995.0,0.0,29946.445923,3,23.3,0.0,150.0,17.8,1009.6,0.0,6.2
0,12.25,2016,3,28,1976.0,5.0,1062.996126,10,9.0,0.0,270.0,5.0,0.0,0.0,7.7
2,769.5310000000002,2016,3,25,0.0,0.0,6754.884227,1,6.7,0.0,350.0,-11.7,1012.1,0.0,2.6
0,33.0,2016,3,15,0.0,0.0,3831.412623,13,32.8,0.0,310.0,6.1,1006.9,0.0,2.6
0,18.01,2016,12,24,0.0,0.0,1665.472081,4,5.0,8.0,180.0,-1.1,1030.1,0.0,1.5
1,0.0,2016,4,3,0.0,0.0,11042.264774,1,0.0,0.0,170.0,-13.3,1013.6,0.0,2.6
3,5.8614,2016,8,30,0.0,0.0,3174.588413,6,39.4,2.0,170.0,12.2,1009.2,0.0,4.6
0,13.0,2016,9,25,0.0,0.0,2550.373156,1,16.1,0.0,260.0,11.7,1012.4,0.0,5.1
1,1.3328,2016,4,27,0.0,0.0,9635.713354,1,10.0,0.0,100.0,-1.1,1011.5,3.0,7.2
0,52.102,2016,7,23,0.0,0.0,8639.421582,1,23.9,0.0,130.0,20.0,1010.4,0.0,6.7
0,13.9,2016,11,13,1966.0,5.0,1716.011313,10,11.0,0.0,290.0,9.0,0.0,0.0,3.1
3,41.0299,2016,7,8,1955.0,0.0,25295.443034,6,35.6,0.0,250.0,6.1,1008.2,0.0,3.1
2,68.9843,2016,2,10,1975.0,0.0,3758.019253,3,-2.2,0.0,250.0,-3.9,1000.4,0.0,4.6
2,1476.56,2016,2,7,0.0,0.0,7964.759996,1,2.8,0.0,260.0,-1.1,1004.3,-1.0,5.7
0,288.382,2016,12,24,1999.0,0.0,3446.7013,12,18.3,0.0,20.0,16.1,1024.4,0.0,1.5
0,0.0,2016,1,6,0.0,0.0,743.595612,13,9.4,0.0,90.0,3.9,1024.3,-1.0,2.1
0,87.18,2016,4,30,1956.0,0.0,8019.665669,6,21.1,2.0,340.0,2.8,1005.4,0.0,2.1
2,23.4839,2016,11,10,1975.0,0.0,3758.019253,3,13.9,0.0,240.0,2.8,1010.7,0.0,4.1
0,48.0,2016,1,12,0.0,0.0,4384.185473,13,6.1,0.0,0.0,-0.6,1025.0,0.0,0.0
0,450.0,2016,9,8,0.0,0.0,10799.880847,5,21.1,2.0,0.0,18.3,1013.1,0.0,0.0
1,183.298,2016,2,15,1960.0,0.0,8145.084719,6,26.7,6.0,270.0,-5.0,1011.7,0.0,4.1
0,63.85,2016,7,28,0.0,0.0,1661.012737,7,33.3,0.0,170.0,21.7,1011.3,0.0,3.6
0,69.4,2016,7,14,1976.0,8.0,3365.039563,10,15.0,0.0,300.0,11.0,0.0,0.0,3.1
0,24.97,2016,11,27,0.0,0.0,2287.086054,4,8.3,2.0,360.0,-2.2,1022.5,0.0,3.1
0,33.73,2016,3,5,2011.0,0.0,1994.813216,4,3.9,8.0,360.0,-3.9,1021.1,0.0,6.2
2,617.188,2016,8,5,0.0,0.0,9124.189436,1,21.7,0.0,340.0,13.9,1015.3,0.0,5.7
2,418.708,2016,8,22,1974.0,0.0,11659.976821,3,19.4,2.0,320.0,9.4,1021.6,0.0,1.5
0,31.0,2016,8,26,0.0,0.0,4723.745938,13,32.8,0.0,0.0,22.2,1013.5,0.0,0.0
1,786.033,2016,7,16,0.0,0.0,10746.647428,5,29.4,0.0,230.0,19.4,1010.7,0.0,3.1
1,364.98800000000006,2016,12,1,0.0,0.0,2568.396338,5,10.6,0.0,280.0,0.0,1005.4,0.0,6.2
0,94.525,2016,6,19,1933.0,0.0,12151.154982,3,27.2,0.0,270.0,10.6,1026.4,0.0,3.6
0,19.9446,2016,7,4,0.0,5.0,2567.83892,8,34.4,0.0,200.0,22.2,1019.8,0.0,3.6
1,243.305,2016,7,16,0.0,0.0,2201.986906,5,31.1,0.0,350.0,18.9,1015.5,3.0,1.5
1,0.0,2016,12,8,0.0,0.0,11419.822566,1,-6.7,4.0,310.0,-10.0,1028.0,0.0,7.2
0,184.148,2016,4,28,0.0,0.0,25604.99583,11,2.0,8.0,220.0,0.2,1011.5,0.0,6.0
0,51.0,2016,4,6,0.0,0.0,1491.278956,13,22.8,0.0,150.0,6.1,1017.4,0.0,4.1
0,0.0,2016,1,2,0.0,0.0,10493.951268,11,10.0,7.0,310.0,8.6,997.8,0.0,3.0
1,0.0,2016,2,2,1978.0,0.0,10856.087162,3,-2.8,0.0,0.0,-3.3,1026.4,0.0,0.0
0,73.7295,2016,7,17,0.0,0.0,4844.055323,5,23.3,0.0,200.0,18.3,1017.0,0.0,2.6
0,87.7,2016,3,22,0.0,0.0,488.483974,6,24.4,0.0,240.0,-6.1,1008.9,0.0,2.6
2,10250.0,2016,2,20,0.0,0.0,26718.345382,1,6.7,0.0,250.0,1.7,1003.0,0.0,5.7
0,187.882,2016,9,28,0.0,0.0,12365.3893,1,10.6,0.0,330.0,7.8,1016.8,0.0,4.1
0,38.4958,2016,9,27,0.0,0.0,2201.986906,5,21.1,0.0,270.0,11.7,1012.9,0.0,2.6
0,3.0,2016,5,16,1920.0,6.0,791.161948,9,15.0,2.0,200.0,10.0,1016.1,0.0,2.1
1,0.0,2016,12,7,0.0,0.0,8892.396451,6,14.4,0.0,0.0,7.2,1011.3,0.0,0.0
1,38.7589,2016,11,7,1995.0,0.0,29946.445923,3,-2.8,0.0,70.0,-3.3,1032.8,0.0,2.6
0,11.875,2016,8,26,1912.0,0.0,829.159275,4,32.8,4.0,350.0,22.2,1018.3,0.0,5.1
0,393.0,2016,10,17,0.0,0.0,16890.229915,13,32.8,2.0,0.0,19.4,1007.2,0.0,2.6
0,213.44,2016,6,23,2008.0,0.0,9801.731015,6,33.9,4.0,80.0,8.9,1009.3,0.0,3.6
0,22.05,2016,1,14,0.0,0.0,2173.186976,6,12.8,2.0,130.0,0.0,1017.9,0.0,2.1
2,225.7,2016,2,4,0.0,0.0,5215.295711,13,4.4,0.0,0.0,-5.0,1029.9,0.0,0.0
0,48.29,2016,6,12,1979.0,0.0,11797.287455,6,27.8,0.0,0.0,8.9,1010.2,0.0,0.0
2,455.893,2016,4,20,1967.0,0.0,5292.591007,3,4.4,0.0,310.0,0.0,1027.6,0.0,1.5
0,126.79,2016,10,17,0.0,0.0,8445.161409,6,28.3,2.0,0.0,6.7,1010.3,0.0,0.0
0,12.5,2016,8,27,0.0,0.0,657.660337,4,27.2,0.0,40.0,23.3,1019.3,0.0,2.1
